﻿date,code,name,judgment,category,target_price,stock_price,upside_pct,asai_scan_score,file_path,notes,fv,current_price,upside,asai_score,note,company,score,tp_base,tp_bull,tp_bear,upside_base,md_file,docx_file,memo
2026-04-23,6758,ソニーグループ（スコア更新）,BUY,IT・エンタメ・IP,5200,3316,+56.8%,85,,潜在ファン開拓と2兆円規模のIP投資。ガバナンス不全の懸念はあるが、コンテンツ資産の歪みは大きい。浅井スコア+85（4/23更新）,5200.0,3316.0,+56.8%,85.0,IP2兆円投資×コンテンツ資産歪み。ガバナンスリスクあり,,,,,,,,,
2026-04-23,7203,トヨタ自動車,SELL,,,3112,,,,,,,,,,,-58.0,2900.0,3800.0,2100.0,,outputs/fukai/7203_トヨタ自動車_SELL_DeepResearch_20260423.md,outputs/fukai/7203_トヨタ自動車_SELL_DeepResearch_20260423.docx,"OP▲1.44兆はガイダンス済み。USD/JPY159.5円がOP+6500億上振れ要因→売りにくい。5/8ガイダンスOP¥3.0兆以下が積極SELL確定トリガー。現在は既存保有¥3,200-3,300で利確推奨。新規ショートは5/8後"
2026-04-23,7224,新明和工業,BUY,,,,,,,,,,,,,,82.0,3000.0,3800.0,1700.0,24.6,outputs/fukai/7224_新明和工業_BUY_DeepResearch_20260423.md,outputs/fukai/7224_新明和工業_BUY_DeepResearch_20260423.docx,防衛500億円目標(IR開示)×特装車+8%価格改定。独禁法リスク。5/8決算前打診買い
2026-04-23,7521,,BUY,低PBR×選挙サイクル×MBO,,,,,,,,2870.0,,,,ムサシ,70.0,3200.0,5200.0,2400.0,+32.4%,outputs/fukai/7521_ムサシ_BUY_DeepResearch_20260423.md,outputs/fukai/7521_ムサシ_BUY_DeepResearch_20260423.docx,衆院選2026が27/3期命中。創業家外初社長就任→MBO布石。銀座本社含み益。PBR0.56x
2026-04-23,7751,キヤノン,HOLD（¥4200以下で押し目），精密機器・半導体露光・メディカル（プライム）,4800,4369,+9.9%,42,,Q1営業利益¥713億（コンセンサス比▲26%・YoY▲26.1%大幅ミス）。通期ガイダンス下方修正¥4790億→¥4560億(▲230億)。主因:メモリーコスト5倍化(¥131→¥634億)+ホルムズ医療機器投資延期。為替前提¥150据え置き(実勢¥142-145)→追加下振れリスク内包。PER11.9x/配当利回り3.6%/ROE5.4%。IR:https://global.canon/ja/ir/,4800.0,4369.0,+9.9%,42.0,メモリーコスト安定化(AI需要一服)と中東緩和の確認が前提。現水準見送り。¥4200以下で押し目買い候補。MS TP¥6200(OW)・Citi¥6000(Buy)・コンセンサス¥5030(Neutral多数)。SL¥3800。株式分割1:2(2026/3/31済),,,,,,,,,,
2026-04-23,7911,TOPPANホールディングス,BUY,BUY,,,,78,,DeepResearch完了(2026/04/23)。Rf=2.39%。Word生成済,,,,,,,,,,,,,,
2026-04-23,7911,TOPPANホールディングス,BUY,BUY,,,,78,,DeepResearch完了(2026/04/23)。Rf=2.39%。Word生成済,4353.0,4483.0,-2.9,21.0,"加重FV¥4,353(Bear30/Base50/Bull20)。TP¥5,200。現値ほぼFV。¥4,100打診・5月決算FY2027ガイダンス確認後に本格判断",,,,,,,,,
2026-04-23,7911,深井 DeepResearchレポート — [7911] T,BUY,,5200,,,,outputs/fukai/7911_TOPPANホー_BUY_DeepResearch_20260423.md,,,,,,,深井 DeepResearchレポート — [7911] T,,5200.0,,,,outputs/fukai/7911_TOPPANホー_BUY_DeepResearch_20260423.md,outputs/fukai/7911_TOPPANホー_BUY_DeepResearch_20260423.docx,
2026-04-23,7937,ツツミ,BUY（条件付き）,,,,,,,,,,,,,,58.0,3900.0,4400.0,2400.0,33.6,outputs/fukai/7937_ツツミ_BUY_DeepResearch_20260423.md,outputs/fukai/7937_ツツミ_BUY_DeepResearch_20260423.docx,旧版(IR回答前). 新版: 2026-04-24参照
2026-04-23,BTC,ビットコイン,BUY,暗号資産・デジタルゴールド,,,,,,無国籍通貨としての再評価。地政学リスクのヘッジ先としてETF経由の資金流入が加速。浅井スコア+80（4/23）,,,+80.0,80.0,地政学ヘッジ需要×ETF資金流入継続,,,,,,,,,
2026-04-24,2121,MIXI（ミクシィ）,BUY,デジタルエンタメ・スポーツ,3000,2520,+19.0%,72,,26/3期OP上方修正¥200→¥220億反映。BUY維持・確信度向上。TIPSTAR+87%×PBR0.94×配当4.76%の三重割安。浅井+72,3000,2520,+19.0%,72,,MIXI,72,3000,3500,1750,+19.0%,outputs/fukai/2121_ミクシィ_BUY_DeepResearch_20260424.md,outputs/fukai/2121_ミクシィ_BUY_DeepResearch_20260424.docx,三村ANポジ。スポーツ/ベッティング成長確認。CGコード改訂→自社株買いカタリスト期待
2026-04-24,2737,2737 トーメンデバイス Deep Research レポ,,,18500,,,,outputs/fukai/2737_トーメンデバイス_DeepResearch_20260424.md,,,,,,,2737 トーメンデバイス Deep Research レポ,,18500.0,,,,outputs/fukai/2737_トーメンデバイス_DeepResearch_20260424.md,outputs/fukai/2737_トーメンデバイス_DeepResearch_20260424.docx,
2026-04-24,3407,3407 旭化成 Deep Research レポート,,,,,,,outputs/fukai/3407_旭化成_DeepResearch_20260424.md,,,,,,,3407 旭化成 Deep Research レポート,,,,,,outputs/fukai/3407_旭化成_DeepResearch_20260424.md,outputs/fukai/3407_旭化成_DeepResearch_20260424.docx,
2026-04-24,3407,旭化成,NEUTRAL/条件付きBUY（¥1400台で打診）,総合化学・住宅・ヘルスケア（プライム）,1850,1526.5,+21.2%,62,,光電融合向け耐熱450℃超透明シリコーン樹脂開発（4/24化学工業日報）×中国電力と蓄電池運用最適化共同開発（4/23発表）。PBR1.03倍・PER14.8倍で割安。最大リスク:7月以降ナフサ調達未確定（社長明言）→エチレン設備停止シナリオで▲300〜400億円OP毀損。IR:https://www.asahi-kasei.com/jp/ir/,1850.0,1526.5,+21.2%,62.0,ナフサ7月以降調達断絶でTP¥1200（ベア）。ホルムズ停戦でTP¥2200（ブル）。ベース¥1850。加重平均¥1775。SL¥1350（PBR0.91倍）,1850.0,2200.0,1200.0,+21.2%,outputs/fukai/3407_旭化成_DeepResearch_20260424.md,,ナフサ見極め後本玉。光電融合テーマ×ヘルスケア安定。蓄電池ソフト新規,,
2026-04-24,3632,3632 グリーホールディングス — Deep Resear,,,420,,,,outputs/fukai/3632_グリー_DeepResearch_20260424.md,,,,,,,3632 グリーホールディングス — Deep Resear,,420.0,,,,outputs/fukai/3632_グリー_DeepResearch_20260424.md,outputs/fukai/3632_グリー_DeepResearch_20260424.docx,
2026-04-24,3632,グリーホールディングス,NEUTRAL（条件付きWatch）,情報・通信（ソーシャルゲーム・メタバース・VTuber）（プライム）,420,375,+12.0%,-35,,浮動株時価総額¥214億<新TOPIX基準¥230億→除外確率High(70-80%)。ネットキャッシュ¥382億/時価総額¥644億=59%カバー。PBR0.70倍×BPS¥538解散価値以下。VTuber事業Q2最高値更新が唯一のブル材料。TOPIX見直し正式発表(2026年夏)確認後に再判断。IR:https://hd.gree.net/jp/ja/ir/,-35.0,420.0,+12.0%,-35.0,最大リスク:TOPIX除外でパッシブADV200-350%/四半期売り圧力。TP¥240(ベア)まで下落リスク。創業者田中氏+セコイア61.82%保有によるガバナンスリスク,420.0,560.0,240.0,+12.0%,outputs/fukai/3632_グリー_DeepResearch_20260424.md,outputs/fukai/3632_グリー_DeepResearch_20260424.docx,ネットキャッシュ割安×TOPIX除外リスクの二律背反。VTuber黒字化or¥340割れで逆張り検討,,
2026-04-24,3668,3668 コロプラ Deep Research レポート,,,480,,,,outputs/fukai/3668_コロプラ_DeepResearch_20260424.md,,,,,,,3668 コロプラ Deep Research レポート,,480.0,,,,outputs/fukai/3668_コロプラ_DeepResearch_20260424.md,outputs/fukai/3668_コロプラ_DeepResearch_20260424.docx,
2026-04-24,3668,コロプラ,CONDITIONAL HOLD（TOPIX除外確定後¥375〜400逆張り打診）,モバイルゲーム・XR（プライム）,480,429,+11.9%,-35,,現金¥558億>時価総額¥551億・EV実質ゼロ・無借金・PBR0.83x。TOPIX新基準（流通時価総額97%）での除外確率HIGH（70-80%）：創業者馬場氏48%超保有でJPX基準の流通株時価総額≒¥133億がボーダー¥280億を大幅下回る。除外確定なら8段階売り（2026/10〜2028/7）でじわじわ下押し。IR:https://colopl.co.jp/ir/,480.0,429.0,+11.9%,-35.0,除外確定後¥375〜400が逆張りゾーン。除外回避確認ならBUY転換¥480。ブル¥620(15%)/ベース¥480(45%)/ベア¥360(40%)の加重平均¥450。SL¥361(BPS×70%解散価値),480.0,620.0,360.0,+11.9%,outputs/fukai/3668_コロプラ_DeepResearch_20260424.md,outputs/fukai/3668_コロプラ_DeepResearch_20260424.docx,TOPIX除外HIGH×Cash>時価総額×無借金。2026年8月末評価が運命の分岐点,,
2026-04-24,4082,第一稀元素化学工業,BUY,化学（ジルコニウム化合物・グローバルニッチトップ）,2800,2303,+21.6%,+72,outputs/fukai/4082_第一稀元素化学工業_BUY_DeepResearch_20260424.md,AIデータセンター向けSOFC電解質YSZ/ScSZ世界唯一一貫生産。Bloom Energy2.8GW契約で需要爆発の最大受益。26.3期OP+52.5%回復（32→34.8億）。5/14本決算ガイダンス確認後+85へ格上げ検討。IR:https://www.dkkk.co.jp/ir/,72.0,2800.0,+21.6%,+72.0,5/14ガイダンス:OP38億以上でBull¥3500・32億以下でBear格下げ。為替差益6億が一過性のリスクあり,2800.0,3500.0,1800.0,+21.6%,outputs/fukai/4082_第一稀元素化学工業_BUY_DeepResearch_20260424.md,outputs/fukai/4082_第一稀元素化学工業_BUY_DeepResearch_20260424.docx,SOFC×AIデータセンターの川上素材唯一解。5/14ガイダンス待ち,,
2026-04-24,4182,三菱ガス化学（三菱瓦斯化学）,SELL（ホルムズ被害筆頭・購入回避）,化学（天然ガス化学・機能化学）,3600〜3800,4329,▲17%,-72,outputs/fukai/4182_三菱ガス化学_DeepResearch_20260424.md,ホルムズ封鎖でサウジメタノール（全体50%超）調達不能を公式発表（2026/03/03）。代替拠点（ベネズエラ・ブルネイ・T&T）でカバー不十分。2026年3月期純損失▲180億+MXDA減損502億で13年ぶり赤字。2027年3月期も経常17%減見通し。BT材（半導体パッケージ）は絶好調だが化学セクター最大のホルムズ被害銘柄。IR:https://www.mgc.co.jp/ir/,-72.0,3700.0,▲17%,-72.0,推奨:ホルムズ解除確認まで購入回避・既保有は段階的売却。解除確認後は強気TP¥5000への反転狙い可。累進配当100円/期(利回り2.3%)は下値支持要因,3700.0,5000.0,2500.0,▲17%,outputs/fukai/4182_三菱ガス化学_DeepResearch_20260424.md,,ホルムズ被害筆頭。BT材の強さとメタノール調達危機の二律背反。解除シグナル確認が転換点,,
2026-04-24,4307,4307 野村総合研究所（NRI）Deep Research,,,6200,,,,outputs/fukai/4307_NRI_DeepResearch_20260424.md,,,,,+62,,4307 野村総合研究所（NRI）Deep Research,62.0,6200.0,,,,outputs/fukai/4307_NRI_DeepResearch_20260424.md,outputs/fukai/4307_NRI_DeepResearch_20260424.docx,
2026-04-24,4307,野村総合研究所,CONDITIONAL BUY（4/24ガイダンス確認後打診）,ITサービス・コンサルティング（プライム）,6200,5075,+22.2%,62,,¥969億減損は一時性高い（IFRSのれん減損は非反復）。国内事業OP上振れ継続・FY27PPA償却↓でBreakEven回帰。4/24本決算FY27Eガイダンス確認がトリガー。Anthropicリセラー依存リスクあり。IR:https://ir.nri.com/jp/ir.html,6200.0,5075.0,+22.2%,62.0,最大リスク：海外再減損 or FY27Eガイダンス未達。AnthropicリスクTP▲¥150円/株を調整済み。4/24 OP¥1200億以上ガイダンスが買い条件,6050.0,7200.0,4000.0,+19.2%,outputs/fukai/4307_NRI_DeepResearch_20260424.md,,悪材料出尽くし系。堀AN「出尽くし」評価と整合,,
2026-04-24,5423,東京製鐵,HOLD,鉄鋼・電炉（プライム・FY3/2026本決算後改訂）,1700,1827,▲6.9%,25,outputs/fukai/5423_東京製鐵_HOLD_DeepResearch_20260424.md,【決算後大幅格下げ +92→+25】FY3/2027ガイダンス営業▲40億赤字・配当減配¥50→¥40・EPS¥112.56(損切トリガー成立)。自社株買27億円(5/1〜)はポジ最低限。BPS¥2156.96・PBR0.85x。SL¥1600継続。新規エントリー見送り推奨,,,,,,,,,,,,,,
2026-04-24,543A,543A ARCHION Corporation ■ Dee,WATCH,,350,,,,outputs/fukai/543A_ARCHION_WATCH_DeepResearch_20260424.md,,,,,,,543A ARCHION Corporation ■ Dee,,350.0,,,,outputs/fukai/543A_ARCHION_WATCH_DeepResearch_20260424.md,outputs/fukai/543A_ARCHION_WATCH_DeepResearch_20260424.docx,
2026-04-24,6861,キーエンス,BUY,電気機器・FA,71100,63180,12.5,,outputs/fukai/6861_キーエンス_BUY_DeepResearch_20260424.md,Q4 OPM53.6%過去最高・QUICK+169億上振れ,71100.0,63180,12.5,85,定款変更自社株買い条項新設,キーエンス,85.0,71100.0,90200,45000,12.5,outputs/fukai/6861_キーエンス_BUY_DeepResearch_20260424.md,outputs/fukai/6861_キーエンス_BUY_DeepResearch_20260424.docx,SBI野口AN BUY TP75000
2026-04-24,6954,ファナック,BUY,電気機器（FA・ロボット）,7200,6256,+15.1%,82,,26/3期決算Beat反映。HOLD→BUY格上げ。Q4受注YoY+19%QoQ+14%。27/3期OP¥2122億コンセンサス上振れ。自社株買い消却。浅井+82,7200,6256,+15.1%,82,,ファナック,82,7200,8000,4720,+15.1%,outputs/fukai/6954_ファナック_BUY_DeepResearch_20260424.md,outputs/fukai/6954_ファナック_BUY_DeepResearch_20260424.docx,Q4 OPM23.9%過去最高水準。工作機械昇竜拳整合。為替150円前提・関税コスト確認要
2026-04-24,7839,7839 SHOEI ■ Deep Research【26.,BUY,,2067,,,,outputs/fukai/7839_SHOEI_BUY_DeepResearch_20260424.md,,,,,,,7839 SHOEI ■ Deep Research【26.,,2067.0,,,,outputs/fukai/7839_SHOEI_BUY_DeepResearch_20260424.md,outputs/fukai/7839_SHOEI_BUY_DeepResearch_20260424.docx,
2026-04-24,7937,ツツミ,HOLD（MBO待ち）,小売,,2919,,,,,,2919,33.6,52,,,52.0,3900.0,4400.0,1800.0,33.6,outputs/fukai/7937_ツツミ_BUY_DeepResearch_20260424.md,outputs/fukai/7937_ツツミ_BUY_DeepResearch_20260424.docx,浮動株20%確定→流通時価総額¥94.8億→TOPIX基準¥100億割れ確定(ADV71日分の除外売り)。含み益¥86億確認。MBO=唯一の救済。スコア+52
2026-04-24,8086,ニプロ,STRONG BUY（打診2-3%・補助金確定後本玉）,医療機器・透析専業（プライム）,2050,1535,+33.5%,88,,透析血液回路自給率0.02%(国内生産¥500万vs輸入¥264億)→経済安保補助金最優先対象。PBR0.99x解散価値以下。中計OP率9%目標でFY27 EPS¥230/P/E6.7x極端割安。6月診療報酬改定+¥590/本×国内35%シェア=年+¥109億規模。IR:https://www.nipro.co.jp/ir/,2050.0,1535.0,+33.5%,88.0,有利子負債¥6369億(ND/EBITDA5.4x)が最大リスク。日銀利上げ+1%で税前利益▲17%。タイ・ベトナム工場がホルムズ直撃の皮肉な二面性。SL¥1350(BPS▲14%)。特定重要物資指定・補助金発表が本玉トリガー,,,,,,,outputs/fukai/8086_ニプロ_STRONGBUY_DeepResearch_20260424.md,outputs/fukai/8086_ニプロ_STRONGBUY_DeepResearch_20260424.docx,
2026-04-24,9278,9278 ブックオフグループホールディングス Deep Re,,,2600,,,,outputs/fukai/9278_ブックオフ_DeepResearch_20260424.md,,,,,,,9278 ブックオフグループホールディングス Deep Re,,2600.0,,,,outputs/fukai/9278_ブックオフ_DeepResearch_20260424.md,outputs/fukai/9278_ブックオフ_DeepResearch_20260424.docx,
2026-04-24,9278,ブックオフグループホールディングス,条件付きBUY継続・新規エントリー停止（新TOPIX除外リスク判明）,小売業（リユース・中古品）,2480,2006,+23.6%,+82→要見直し,outputs/fukai/9278_ブックオフグルー_BUY_DeepResearch_20260413.md,【2026-04-24更新】新TOPIX除外リスク追記。流通時価総額¥228〜238億 vs ボーダー¥230億でボーダーライン上。除外確率Medium-High(40-60%)。パッシブ売りADV約4.2%/日×4Q継続リスク。好決算売られ(¥2247→¥2006)の一因と整合。新規エントリー2026年8月末確認まで停止。IR:https://www.bookoffgroup.co.jp/ir/,82.0,2480.0,+23.6%,+82.0,最大リスク:新TOPIX除外確定→下値¥1700〜1750。次に人件費急増の通年顕在化。損切り¥1580厳守,2480.0,2750.0,1700.0,+23.6%,outputs/fukai/9278_ブックオフグルー_BUY_DeepResearch_20260413.md,outputs/fukai/9278_ブックオフグルー_BUY_DeepResearch_20260413.md,新TOPIX除外リスクMedium-High。2026年8月末基準日×7月ガイダンスの2大変曲点確認後に再判断。既存ポジホールド・損切り¥1580,,
2026-04-24,9837,モリト,BUY,アパレル附属品商社×M&A成長（プライム）,,2024,,,,,,,,,,,82.0,2500.0,2900.0,1700.0,0.235,outputs/fukai/9837_モリト_BUY_DeepResearch_20260423.md,outputs/fukai/9837_モリト_BUY_DeepResearch_20260423.docx,IR回答反映:1QM&A貢献売上35億OP2.5億確認・8次中計OP前倒し達成・次期中計夏ごろ開示確定・630億目標・TOPIX除外リスク極低（流通時価総額¥228億/基準比+128%）
2026-04-25,1793,大本組,条件付きBUY（ポジ維持・追加は5/13待ち）,ゼネコン・低PBR,1990,1660,+19.9%,68,outputs/fukai/1793_大本組_BUY_DeepResearch_20260425_V3.md,IR全5問回答統合V3。Q1「一過性でない」明言✅ / Q3 ROE目標「明示できない」❌ / Q5 含み益「開示予定なし」❌ / 中東リスクをQ1・Q4で2回自発言及。浅井+78→+68。5/13決算ROE目標開示がブル転換の唯一条件,2654.0,1660.0,+59.9%,68.0,ブル¥2654はROE目標開示が条件(IR否定済み)。Gordon上限¥1993が実質天井。ベア¥1400(中東悪化)。SL¥1530。中東リスク格上げ(IR2回自発言及),1990.0,2654.0,1400.0,+19.9%,outputs/fukai/1793_大本組_BUY_DeepResearch_20260425_V3.md,,IR統合V3。ROE目標・含み益開示否定確認。5/13決算が唯一のカタリスト,,
2026-04-25,3197,すかいらーくHD,BUY,外食（ファミレス）,3600,2987,+20.5,+84,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260425.md,Rev.6/DCF導入(WACC5.8% g1.5% FV¥3264)/ブレンドFV¥3600(DCF50%+P/E50%)/確率加重FV¥3600/現在株価¥2987更新/WACC感応度最大リスク(+1%→FV▲¥660)/SL¥2700維持,,,,,,,,,,,,,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260425.md,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260425.docx,
2026-04-25,4031,片倉コープアグリ,WATCH（決算後エントリー待機）,農業資材・肥料,1700,1237,+37.4,+48,,5/15決算後エントリー判断/PBR0.49×BPS¥2519/3Q経常利益進捗153%だが構造改革費用¥17.1億で純損失▲¥20億予想/2027/3期ガイダンス確認が先決/TP¥1500-1700(会社計画)/BullTP¥2000-2500(ホルムズ長期化×尿素高)/SL¥1000,,,outputs/fukai/4031_片倉コープアグリ_WATCH_DeepResearch_20260425.md,outputs/fukai/4031_片倉コープアグリ_WATCH_DeepResearch_20260425.docx,,,,,,,,,,,,
2026-04-25,8015,豊田通商,BUY（条件付き）,卸売業（総合商社）,7000,6124,+14.3,+65,outputs/fukai/8015_豊田通商_BUY_DeepResearch_20260425.md,v2/FY2026着地¥3600-3700億確実(Q3進捗79.7%)/FY2027ガイダンス未定リスク25-30%/アルミFwd▲35%(Goldman$2350)/WTI Fwd▲27%($72 Dec)/打診30%今・本玉70%は4/30ガイダンス確認後/SL¥5500,,,,,,,,,,,,,outputs/fukai/8015_豊田通商_BUY_DeepResearch_20260425.md,,
2026-04-26,9022,東海旅客鉄道,WATCH,鉄道・交通,4600,4110,11.9,,outputs/fukai/9022_東海旅客鉄道_WATCH_DeepResearch_20260426.md,電気代リスク・リニアcapex・決算前買い判断。FY2026/3期3連続最高益確実、FY2027/3期ガイダンスが鍵。条件付きBUY（決算後確認後エントリー）,,,,,,,,,4600,5400,3500,11.9,outputs/fukai/9022_東海旅客鉄道_WATCH_DeepResearch_20260426.md,,
2026-04-26,1333,マルハニチロ,WATCH,水産・食品（水産加工・冷凍食品・外食）,1700,1338.5,+27.0,+45,outputs/fukai/1333_マルハニチロ_WATCH_DeepResearch_20260426.md,決算前打診20%のみ/5月中旬発表/PBR0.845×低PBR確認/燃料費VLSFO+43%(¥8-12B追加コスト)/Q1 NI¥6.5B好調だがH2WTI影響未確認/ForwardEPS¥262は要精査(年換算¥172が妥当)/EV/EBITDA6.5×はchain安い/BullTP¥2200(中国禁輸解除)/SL¥1100,,,,,,,,,,,,,,,outputs/fukai/1333_マルハニチロ_WATCH_DeepResearch_20260426.md,outputs/fukai/1333_マルハニチロ_WATCH_DeepResearch_20260426.docx,
2026-04-26,1850,南海辰村建設,BUY,建設（土木・建築・大阪南海グループ）,700,449,+55.9,+72,outputs/fukai/1850_南海辰村建設_BUY_DeepResearch_20260426.md,決算前フルエントリー可/5月中旬発表/PBR0.703×・PE6.27倍・ROE11.44%のトリプル割安/EV/EBIT2.3×（異常割安）/売掛金¥32.04B(+¥14B)のFY2026H1回収でNCキャッシュ改善/TOB候補(南海グループ・EV¥5.61B)/自己資本比率40.3%/BullTP¥900(TOBプレミアム)/SL¥350,,,,,,,,,,,,,,,outputs/fukai/1850_南海辰村建設_BUY_DeepResearch_20260426.md,outputs/fukai/1850_南海辰村建設_BUY_DeepResearch_20260426.docx,
2026-04-26,3001,片倉工業,BUY,不動産（旧製糸会社・クロスシェアホールディング）,3200,2533,+26.3,+70,outputs/fukai/3001_片倉工業_BUY_DeepResearch_20260426.md,決算前フルエントリー可/5月下旬発表/PBR0.821×・BPS¥3085/有価証券¥43.32B(時価総額54%)が最大カタリスト/CGコード改訂→政策保有株解消圧力/土地含み益(税引後)¥13-23B(¥411-727/株)/ネットキャッシュ¥28.94B/Beta0.057(防衛的)/BullTP¥4000(有価証券全売却→自社株買い)/SL¥2100,,,,,,,,,,,,,,,outputs/fukai/3001_片倉工業_BUY_DeepResearch_20260426.md,outputs/fukai/3001_片倉工業_BUY_DeepResearch_20260426.docx,
2026-04-26,3196,ホットランドHD,SELL/回避,外食（築地銀だこ・外食チェーン）,650,1636,▲60.3,-45,outputs/fukai/3196_ホットランドHD_SELL_DeepResearch_20260426.md,"PO発行価格¥1,635(確定4/20)/払込4/27/希薄化後FY26E EPS¥30.3/PER54x割高/バイト代+5%でOP回復分¥7.2億が完全相殺/発行価格パリティで上値なし/回転率67%受渡Failリスク/FV¥500-650(PER15-22x×EPS¥30)/SL不要（買わない）",,,,,,,,,,,,outputs/fukai/3196_ホットランドHD_SELL_DeepResearch_20260426.md,outputs/fukai/3196_ホットランドHD_SELL_DeepResearch_20260426.docx,
2026-04-26,4063,信越化学工業,STRONG BUY,化学・半導体素材（PVC世界1位・シリコンウェーハ）,10400,6768,+53.7,+99,outputs/fukai/4063_信越化学工業_STRONGBUY_DeepResearch_20260426.md,決算前確認/4/28発表/SMBC宮本ANマーク計算OP¥8500億(会社計画¥6350億比+34%上振れ)/シンテックエタンベース$300/ton vs アジアナフサ$1600/ton格差史上最大/US PVC4月+10¢/lb値上げ浸透中/修正PER15.6倍(SMBC試算)/ウェーハ2028年値上げ期待が中期柱/純現金¥1.26兆(¥678/株)/SL¥5500,,,,,,,,,,,,,outputs/fukai/4063_信越化学工業_STRONGBUY_DeepResearch_20260426.md,outputs/fukai/4063_信越化学工業_STRONGBUY_DeepResearch_20260426.docx,
2026-04-26,4506,住友ファーマ,BUY（打診30〜40% / 本玉5/13決算後）,医薬品・特殊薬（製薬ターンアラウンド）,2800,2061,+35.8,+82,outputs/fukai/4506_住友ファーマ_BUY_DeepResearch_20260426_V2.md,月曜4/27打診推奨/FV¥2800(前回¥2200から+27%引上)/フォワードPER11.4x割安/Reboot2027前倒し達成/公募¥116.5B(4/8)消化確認/エンゾメニブ申請FY2026-発売FY2027・ピーク¥200B未織込/ORGOVYX+67% GEMTESA+67.5%/ND/EQ 1.7→0.4(FY27)/製薬関税リスク消滅せず(直撃確率低)/SL¥1750(BPS×0.9)/本玉は5/13決算確認後,,,,,,,,,,,,outputs/fukai/4506_住友ファーマ_BUY_DeepResearch_20260426_V2.md,outputs/fukai/4506_住友ファーマ_BUY_DeepResearch_20260426_V2.docx,
2026-04-26,4577,ダイト,BUY,ジェネリック医薬品・原薬一貫製造（プライム）,1900,1289,+47.4,+90,outputs/fukai/4577_ダイト_BUY_DeepResearch_20260426_v4.md,v4/IR回答Q6〜Q8統合/最大出資者(1/3超・過半未満)確定/JV-コンソ独立確定/「JVスキームを前提にコンソ活動」新情報/取得価格9月末最終合意待ち/EPS+¥6-11(FY2028～・下限引上)/TP¥1900(↑v3¥1850)/スコア+90(↑v3+88)/SL¥1100,1900.0,1289.0,+47.4,90.0,最大リスク:工場取得価格9月末まで非開示継続。次の意思決定ポイント:7月本決算・9月最終契約,1900.0,2600.0,1100.0,+47.4,outputs/fukai/4577_ダイト_BUY_DeepResearch_20260426_v4.md,outputs/fukai/4577_ダイト_BUY_DeepResearch_20260426_v4.docx,IR回答Q6最大出資者確定・Q7JV前提コンソ・Q8価格9月末
2026-04-26,5461,中部鋼鈑,WATCH（決算後エントリー推奨）,鉄鋼（電炉厚板専業・名古屋）,2500,2242,+11.5,+38,outputs/fukai/5461_中部鋼鈑_WATCH_DeepResearch_20260426.md,決算前買い非推奨/5月中旬発表/PBR0.82×BPS¥2733/自己資本比率87%/Q3経常¥9.72億(▲72.5%)でQ4¥16.3億必要=達成困難/日本唯一電炉厚板専業/ECOARC-FIT新炉(電力▲15%・生産能力+60%)/5423東鐵赤字vs5461黒字維持/DPS¥104(4.64%)/BullTP¥3100(新炉フル稼働)/BearTP¥1700(下方修正+配当カット)/エントリー条件:NI¥18億+FY2027 OP¥25億+DPS維持/エントリーゾーン¥2100-2300,,,,,,,,,,,,outputs/fukai/5461_中部鋼鈑_WATCH_DeepResearch_20260426.md,outputs/fukai/5461_中部鋼鈑_WATCH_DeepResearch_20260426.docx,
2026-04-26,6503,三菱電機,WATCH（決算後エントリー推奨）,電機・インフラ・防衛・パワー半導体,6500,5999,+8.4,+85,outputs/fukai/6503_三菱電機_DeepResearch_20260426.md,決算前買い非推奨(期待値▲3.8%)/ガイダンス未定リスク20%(▲¥600-800)/FY3/27E OP¥600B→EPS¥221/FV¥6200(ベース28x×FY3/27E)/BullTP¥7100(30x FY3/28E)/BearTP¥4500(FA低迷継続)/Hon Hai MoU(04/24)×防衛輸出解禁(04/20)=未織込カタリスト/インフラOP FY3/23¥27.5B→FY3/27E¥150B(7倍超)/JGB2.439%×COE8.77%×正当化PBR1.46x vs 現在3.06x/決算後エントリー¥5200-5500/SL エントリー後▲¥500,,,,,,,,,,,,outputs/fukai/6503_三菱電機_DeepResearch_20260426.md,outputs/fukai/6503_三菱電機_DeepResearch_20260426.docx,
2026-04-26,8031,三井物産,BUY,総合商社（エネルギー・金属資源・化学品）,6800,5784,+17.6,+82,outputs/fukai/8031_三井物産_BUY_DeepResearch_20260426.md,決算前確認/5/1発表/SMBC森本AN「商社最ポジ」/FY2026着地¥8300-8500億(進捗74.6%)/WTI Fwd M12=$77.48(▲17.9%バックワーデーション)/FY2027ガイダンス¥7000-7500億の保守的見込み/増配¥120(+¥15)確定/Cameron LNG JKM-HH拡大/Novusメチオニン倍増/小玉30%決算前・本玉5/1判断/SL¥5000,,,,,,,,,,,,,outputs/fukai/8031_三井物産_BUY_DeepResearch_20260426.md,outputs/fukai/8031_三井物産_BUY_DeepResearch_20260426.docx,
